Time,GeoType,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean mcg/m3
Winter 2020-21,CD,207,6,Kingsbridge Heights and Bedford (CD7),6.298974466,6.877813048,6.485340479
Winter 2020-21,CD,208,6,Riverdale and Fieldston (CD8),6.138777813,6.726377678,6.341320835
Winter 2020-21,CD,209,6,Parkchester and Soundview (CD9),6.234069931,7.130071521,6.67587762
Winter 2020-21,CD,210,6,Throgs Neck and Co-op City (CD10),6.134292835,6.803437296,6.470316844
Winter 2020-21,CD,211,6,Morris Park and Bronxdale (CD11),6.194915572,6.669235358,6.422725796
Winter 2020-21,CD,212,6,Williamsbridge and Baychester (CD12),6.167840544,6.496040984,6.301807275
Winter 2020-21,CD,301,6,Greenpoint and Williamsburg (CD1),7.140107275,9.257063513,8.080634674
Winter 2020-21,CD,302,6,Fort Greene and Brooklyn Heights (CD2),6.999275603,7.59035778,7.288416526
Winter 2020-21,CD,303,6,Bedford Stuyvesant (CD3),6.613609234,8.043081802,7.023570516
Winter 2020-21,CD,304,6,Bushwick (CD4),6.567423881,7.864705108,7.060204773
Winter 2020-21,CD,305,6,East New York and Starrett City (CD5),6.36693947,7.32199433,6.771351516
Winter 2020-21,CD,306,6,Park Slope and Carroll Gardens (CD6),6.856912909,7.728689583,7.272206793
Winter 2020-21,CD,307,6,Sunset Park (CD7),6.535447432,8.431418964,7.28062028
Winter 2020-21,CD,308,6,Crown Heights and Prospect Heights (CD8),6.673413074,7.169794571,6.886115731
Winter 2020-21,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),6.563154967,6.76482179,6.66773164
Winter 2020-21,CD,310,6,Bay Ridge and Dyker Heights (CD10),6.480801443,7.152132666,6.77063039
Winter 2020-21,CD,311,6,Bensonhurst (CD11),6.54951044,6.720033365,6.625950393
Winter 2020-21,CD,312,6,Borough Park (CD12),6.538494862,6.786489205,6.660195406
Winter 2020-21,CD,313,6,Coney Island (CD13),6.424717564,6.713938452,6.581984972
Winter 2020-21,CD,314,6,Flatbush and Midwood (CD14),6.503945555,6.805200787,6.654108086
Winter 2020-21,CD,315,6,Sheepshead Bay (CD15),6.418733267,6.744162296,6.578671948
Winter 2020-21,CD,316,6,Brownsville (CD16),6.490489914,7.124671226,6.733893336
Winter 2020-21,CD,317,6,East Flatbush (CD17),6.51421469,6.87569025,6.697176374
Winter 2020-21,CD,318,6,Flatlands and Canarsie (CD18),6.308545303,6.691302845,6.528260119
Winter 2020-21,CD,401,6,Long Island City and Astoria (CD1),6.148363321,7.325638343,6.816282653
Winter 2020-21,CD,402,6,Woodside and Sunnyside (CD2),6.785272365,9.45932577,7.931445484
Winter 2020-21,CD,403,6,Jackson Heights (CD3),6.429843739,7.061697751,6.706209052
Winter 2020-21,CD,404,6,Elmhurst and Corona (CD4),6.587056259,7.079895023,6.828981468
Winter 2020-21,CD,405,6,Ridgewood and Maspeth (CD5),6.33718095,8.504077655,7.222219737
Winter 2020-21,CD,406,6,Rego Park and Forest Hills (CD6),6.402920852,6.813421291,6.574532159
Winter 2020-21,CD,407,6,Flushing and Whitestone (CD7),6.188855749,7.025804448,6.523404116
Winter 2020-21,CD,408,6,Hillcrest and Fresh Meadows (CD8),6.288811077,6.668407138,6.455631485
Winter 2020-21,CD,409,6,Kew Gardens and Woodhaven (CD9),6.439652813,6.973442682,6.666130721
Winter 2020-21,CD,410,6,South Ozone Park and Howard Beach (CD10),6.305303231,6.600336987,6.434144663
Winter 2020-21,CD,411,6,Bayside and Little Neck (CD11),6.198197983,6.675429242,6.390453634
Winter 2020-21,CD,412,6,Jamaica and Hollis (CD12),6.276974735,7.052700494,6.583811004
Winter 2020-21,CD,413,6,Queens Village (CD13),6.209167172,7.326749369,6.621152709
Winter 2020-21,CD,414,6,Rockaway and Broad Channel (CD14),6.261555042,6.417217416,6.33109299
Winter 2020-21,CD,501,6,St. George and Stapleton (CD1),6.423306074,6.772913574,6.577477788
Winter 2020-21,CD,502,6,South Beach and Willowbrook (CD2),6.388434709,6.579868128,6.478966029
Winter 2020-21,CD,503,6,Tottenville and Great Kills (CD3),6.434078989,6.579375967,6.501186679
Winter 2020-21,UHF42,101,4,Kingsbridge - Riverdale,6.137964005,6.879431912,6.366259841
Winter 2020-21,UHF42,102,4,Northeast Bronx,6.1710027,6.559832311,6.322058055
Winter 2020-21,UHF42,103,4,Fordham - Bronx Pk,6.218057799,6.662497446,6.408438312
Winter 2020-21,UHF42,104,4,Pelham - Throgs Neck,6.174479763,7.061559928,6.555343892
Winter 2020-21,UHF42,105,4,Crotona -Tremont,6.423184639,7.13897912,6.759385889
Winter 2020-21,UHF42,106,4,High Bridge - Morrisania,6.307731015,6.988110022,6.588964424
Winter 2020-21,UHF42,107,4,Hunts Point - Mott Haven,6.136140361,8.154660034,7.055217343
Winter 2020-21,UHF42,201,4,Greenpoint,7.168578542,9.008237686,7.991917191
Winter 2020-21,UHF42,202,4,Downtown - Heights - Slope,6.869916325,7.734874656,7.310411539
Winter 2020-21,UHF42,203,4,Bedford Stuyvesant - Crown Heights,6.559382688,7.106150636,6.784997881
Winter 2020-21,UHF42,204,4,East New York,6.437104533,7.34336776,6.804081903
Winter 2020-21,UHF42,205,4,Sunset Park,6.521049336,8.40836386,7.272910258
Winter 2020-21,UHF42,206,4,Borough Park,6.542577391,6.772552526,6.651149578
Winter 2020-21,UHF42,207,4,East Flatbush - Flatbush,6.516245139,6.797351799,6.646496231
Winter 2020-21,UHF42,208,4,Canarsie - Flatlands,6.30770187,6.910756652,6.551944631
Winter 2020-21,UHF42,209,4,Bensonhurst - Bay Ridge,6.481346183,7.006232564,6.684419275
Winter 2020-21,UHF42,210,4,Coney Island - Sheepshead Bay,6.417138841,6.732349111,6.581753595
Winter 2020-21,UHF42,211,4,Williamsburg - Bushwick,6.652365956,8.734895027,7.491394425
Winter 2020-21,UHF42,301,4,Washington Heights,6.435112604,7.569828077,6.807999778
Winter 2020-21,UHF42,302,4,Central Harlem - Morningside Heights,6.665242575,6.817480875,6.741867749
Winter 2020-21,UHF42,303,4,East Harlem,6.702438672,6.902736565,6.819499301
Winter 2020-21,UHF42,304,4,Upper West Side,6.638098543,7.065693008,6.839045172
Winter 2020-21,UHF42,305,4,Upper East Side,6.764265235,7.508042959,7.099794779
Winter 2020-21,UHF42,306,4,Chelsea - Clinton,7.644302888,9.408878629,8.569511769
Winter 2020-21,UHF42,307,4,Gramercy Park - Murray Hill,7.537598233,9.225481088,8.289208713
Winter 2020-21,UHF42,308,4,Greenwich Village - SoHo,7.98429146,8.812476695,8.37023922
Winter 2020-21,UHF42,309,4,Union Square - Lower East Side,6.947250496,9.09805334,7.904579176
Winter 2020-21,UHF42,310,4,Lower Manhattan,7.395176361,8.033457195,7.710772492
Winter 2020-21,UHF42,401,4,Long Island City - Astoria,6.655023159,8.408314666,7.362022469
Winter 2020-21,UHF42,402,4,West Queens,6.519059716,9.051946669,7.354483616
Winter 2020-21,UHF42,403,4,Flushing - Clearview,6.192568905,6.955352325,6.501060424
Winter 2020-21,UHF42,404,4,Bayside - Little Neck,6.191347453,6.715811029,6.409598292
Winter 2020-21,UHF42,405,4,Ridgewood - Forest Hills,6.34238978,7.08800597,6.716234864
Winter 2020-21,UHF42,406,4,Fresh Meadows,6.247127266,6.62213909,6.400966565
Winter 2020-21,UHF42,407,4,Southwest Queens,6.326358082,6.727940852,6.524448009
Winter 2020-21,UHF42,408,4,Jamaica,6.281611113,7.14170968,6.69067221
Winter 2020-21,UHF42,409,4,Southeast Queens,6.209842677,6.688206254,6.482848181
Winter 2020-21,UHF42,410,4,Rockaways,6.260841723,6.419576667,6.331845777
Winter 2020-21,UHF42,501,4,Port Richmond,6.449251084,6.791051382,6.608912463
Winter 2020-21,UHF42,502,4,Stapleton - St. George,6.397856063,6.67508928,6.507185457
Winter 2020-21,UHF42,503,4,Willowbrook,6.388275986,6.687857986,6.495772269
Winter 2020-21,UHF42,504,4,South Beach - Tottenville,6.427345629,6.576975871,6.499745703
Winter 2020-21,UHF34,101,3,Kingsbridge - Riverdale,6.137964005,6.879431912,6.366259841
Winter 2020-21,UHF34,102,3,Northeast Bronx,6.170995977,6.559845679,6.322062625
Winter 2020-21,UHF34,103,3,Fordham - Bronx Park,6.218057799,6.662497446,6.408438312
Winter 2020-21,UHF34,104,3,Pelham - Throgs Neck,6.174479763,7.061559928,6.555343892
Winter 2020-21,UHF34,201,3,Greenpoint,7.168578542,9.008237686,7.991917191
Winter 2020-21,UHF34,202,3,Downtown - Heights - Slope,6.869916325,7.734874656,7.310411539
Winter 2020-21,UHF34,203,3,Bedford Stuyvesant - Crown Heights,6.559382688,7.106150636,6.784997881
Winter 2020-21,UHF34,204,3,East New York,6.437104533,7.34336776,6.804081903
Winter 2020-21,UHF34,205,3,Sunset Park,6.521102837,8.409559341,7.273208462
Winter 2020-21,UHF34,206,3,Borough Park,6.542577391,6.772552526,6.651149578
Winter 2020-21,UHF34,207,3,East Flatbush - Flatbush,6.516245139,6.797351799,6.646496231
Winter 2020-21,UHF34,208,3,Canarsie - Flatlands,6.30770187,6.910756652,6.551944631
Winter 2020-21,UHF34,209,3,Bensonhurst - Bay Ridge,6.481346183,7.006232564,6.684419275
Winter 2020-21,UHF34,210,3,Coney Island - Sheepshead Bay,6.417138841,6.732349111,6.581753595
Winter 2020-21,UHF34,211,3,Williamsburg - Bushwick,6.652365956,8.734895027,7.491394425
Winter 2020-21,UHF34,301,3,Washington Heights - Inwood,6.43514627,7.5697073,6.808006103
Winter 2020-21,UHF34,302,3,Central Harlem - Morningside Heights,6.665238237,6.817489281,6.741874433
Winter 2020-21,UHF34,303,3,East Harlem,6.702438672,6.902736565,6.819499301
Winter 2020-21,UHF34,304,3,Upper West Side,6.638103043,7.065611167,6.839020945
Winter 2020-21,UHF34,401,3,Long Island City - Astoria,6.655023159,8.408314666,7.362022469
Winter 2020-21,UHF34,402,3,West Queens,6.519059716,9.051946669,7.354483616
Winter 2020-21,UHF34,403,3,Flushing - Clearview,6.192438839,6.95664572,6.500092537
Winter 2020-21,UHF34,405,3,Ridgewood - Forest Hills,6.34238978,7.08800597,6.716234864
Winter 2020-21,UHF34,407,3,Southwest Queens,6.326546506,6.728003129,6.524562413
Winter 2020-21,UHF34,408,3,Jamaica,6.281610688,7.141701995,6.690577085
Winter 2020-21,UHF34,409,3,Southeast Queens,6.209843636,6.687462359,6.48277595
Winter 2020-21,UHF34,410,3,Rockaway,6.260841723,6.419576667,6.331845777
Winter 2020-21,UHF34,305307,3,Upper East Side - Gramercy,6.875654556,8.908842872,7.657733693
Winter 2020-21,UHF34,306308,3,Chelsea - Village,7.77986465,9.291790554,8.502505784
Winter 2020-21,UHF34,309310,3,"Union Square, Lower Manhattan",7.016261712,8.982838168,7.843774786
Winter 2020-21,UHF34,404406,3,Bayside - Meadows,6.215592129,6.675599432,6.407498086
Winter 2020-21,UHF34,501502,3,Northern SI,6.406872212,6.738845655,6.542620129
Winter 2020-21,UHF34,503504,3,Southern SI,6.406561977,6.592447274,6.49827416
Winter 2020-21,UHF34,105106107,3,South Bronx,6.295070656,7.636589422,6.835494527
Winter 2020-21,Borough,1,1,Bronx,6.181309005,7.077107782,6.56557709
Winter 2020-21,Borough,2,1,Brooklyn,6.433792977,7.584064266,6.886463032
Winter 2020-21,Borough,3,1,Manhattan,6.625543958,8.862342772,7.462985659
Winter 2020-21,Borough,4,1,Queens,6.247635853,7.180183413,6.678513402
Winter 2020-21,Borough,5,1,Staten Island,6.40661495,6.650052344,6.511465052
Winter 2020-21,Citywide,1,0,New York City,6.288341798,7.359128861,6.736339132
Annual Average 2020,CD,101,6,Financial District (CD1),7.01,8.01,7.52
Annual Average 2020,CD,102,6,Greenwich Village and Soho (CD2),7.75,9.39,8.54
Annual Average 2020,CD,103,6,Lower East Side and Chinatown (CD3),6.47,8.84,7.51
Annual Average 2020,CD,104,6,Clinton and Chelsea (CD4),7.01,9.11,7.96
Annual Average 2020,CD,105,6,Midtown (CD5),8.37,9.83,9.24
Annual Average 2020,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),7.07,8.76,7.79
Annual Average 2020,CD,107,6,Upper West Side (CD7),6.14,6.58,6.35
Annual Average 2020,CD,108,6,Upper East Side (CD8),6.39,7.19,6.73
Annual Average 2020,CD,109,6,Morningside Heights and Hamilton Heights (CD9),6.2,6.42,6.3
Annual Average 2020,CD,110,6,Central Harlem (CD10),6.24,6.45,6.36
Annual Average 2020,CD,111,6,East Harlem (CD11),6.26,6.45,6.38
Annual Average 2020,CD,112,6,Washington Heights and Inwood (CD12),5.98,6.93,6.28
Annual Average 2020,CD,201,6,Mott Haven and Melrose (CD1),5.94,6.7,6.3
Annual Average 2020,CD,202,6,Hunts Point and Longwood (CD2),6.06,7.03,6.56
Annual Average 2020,CD,203,6,Morrisania and Crotona (CD3),6.12,6.39,6.22
Annual Average 2020,CD,204,6,Highbridge and Concourse (CD4),5.9,6.4,6.12
Annual Average 2020,CD,205,6,Fordham and University Heights (CD5),5.92,6.47,6.21
Annual Average 2020,CD,206,6,Belmont and East Tremont (CD6),6.11,6.55,6.32
Annual Average 2020,CD,207,6,Kingsbridge Heights and Bedford (CD7),5.88,6.36,6.05
Annual Average 2020,CD,208,6,Riverdale and Fieldston (CD8),5.67,6.23,5.87
Annual Average 2020,CD,209,6,Parkchester and Soundview (CD9),5.84,6.57,6.2
Annual Average 2020,CD,210,6,Throgs Neck and Co-op City (CD10),5.83,6.35,6.07
Annual Average 2020,CD,211,6,Morris Park and Bronxdale (CD11),5.86,6.18,6.01
Annual Average 2020,CD,212,6,Williamsbridge and Baychester (CD12),5.77,6.13,5.92
Annual Average 2020,CD,301,6,Greenpoint and Williamsburg (CD1),6.58,7.59,7.08
Annual Average 2020,CD,302,6,Fort Greene and Brooklyn Heights (CD2),6.27,7.08,6.68
Annual Average 2020,CD,303,6,Bedford Stuyvesant (CD3),6.09,6.54,6.31
Annual Average 2020,CD,304,6,Bushwick (CD4),6.01,7.13,6.5
Annual Average 2020,CD,305,6,East New York and Starrett City (CD5),5.76,6.19,5.98
Annual Average 2020,CD,306,6,Park Slope and Carroll Gardens (CD6),6.28,7.11,6.74
Annual Average 2020,CD,307,6,Sunset Park (CD7),5.9,6.98,6.47
Annual Average 2020,CD,308,6,Crown Heights and Prospect Heights (CD8),6.05,6.59,6.31
Annual Average 2020,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),5.92,6.19,6.06
Annual Average 2020,CD,310,6,Bay Ridge and Dyker Heights (CD10),5.72,6.44,6.06
Annual Average 2020,CD,311,6,Bensonhurst (CD11),5.74,5.96,5.85
Annual Average 2020,CD,312,6,Borough Park (CD12),5.8,6.17,5.99
Annual Average 2020,CD,313,6,Coney Island (CD13),5.49,5.83,5.69
Annual Average 2020,CD,314,6,Flatbush and Midwood (CD14),5.69,6.11,5.92
Annual Average 2020,CD,315,6,Sheepshead Bay (CD15),5.47,5.91,5.69
Annual Average 2020,CD,316,6,Brownsville (CD16),5.94,6.31,6.11
Annual Average 2020,CD,317,6,East Flatbush (CD17),5.87,6.13,5.97
Annual Average 2020,CD,318,6,Flatlands and Canarsie (CD18),5.39,6.01,5.67
Annual Average 2020,CD,401,6,Long Island City and Astoria (CD1),5.78,6.98,6.47
Annual Average 2020,CD,402,6,Woodside and Sunnyside (CD2),6.45,7.44,6.95
Annual Average 2020,CD,403,6,Jackson Heights (CD3),6.01,6.84,6.38
Annual Average 2020,CD,404,6,Elmhurst and Corona (CD4),6.2,6.8,6.46
Annual Average 2020,CD,405,6,Ridgewood and Maspeth (CD5),5.82,7.05,6.25
Annual Average 2020,CD,406,6,Rego Park and Forest Hills (CD6),5.97,6.28,6.12
Annual Average 2020,CD,407,6,Flushing and Whitestone (CD7),5.86,6.88,6.26
Annual Average 2020,CD,408,6,Hillcrest and Fresh Meadows (CD8),5.85,6.18,5.99
Annual Average 2020,CD,409,6,Kew Gardens and Woodhaven (CD9),5.92,6.29,6.09
Annual Average 2020,CD,410,6,South Ozone Park and Howard Beach (CD10),5.6,5.97,5.79
Annual Average 2020,CD,411,6,Bayside and Little Neck (CD11),5.81,6.2,5.99
Annual Average 2020,CD,412,6,Jamaica and Hollis (CD12),5.74,6.36,5.94
Annual Average 2020,CD,413,6,Queens Village (CD13),5.61,5.93,5.78
Annual Average 2020,CD,414,6,Rockaway and Broad Channel (CD14),5.2,5.48,5.33
Annual Average 2020,CD,501,6,St. George and Stapleton (CD1),5.68,6.01,5.84
Annual Average 2020,CD,502,6,South Beach and Willowbrook (CD2),5.43,5.78,5.58
Annual Average 2020,CD,503,6,Tottenville and Great Kills (CD3),5.02,5.5,5.32
Annual Average 2020,UHF42,101,4,Kingsbridge - Riverdale,5.66,6.33,5.89
Annual Average 2020,UHF42,102,4,Northeast Bronx,5.81,6.18,5.95
Annual Average 2020,UHF42,103,4,Fordham - Bronx Pk,5.82,6.26,6
Annual Average 2020,UHF42,104,4,Pelham - Throgs Neck,5.84,6.43,6.12
Annual Average 2020,UHF42,105,4,Crotona -Tremont,6.02,6.56,6.28
Annual Average 2020,UHF42,106,4,High Bridge - Morrisania,5.91,6.36,6.12
Annual Average 2020,UHF42,107,4,Hunts Point - Mott Haven,5.74,6.94,6.36
Annual Average 2020,UHF42,201,4,Greenpoint,6.58,7.41,7.04
Annual Average 2020,UHF42,202,4,Downtown - Heights - Slope,6.24,7.1,6.69
Annual Average 2020,UHF42,203,4,Bedford Stuyvesant - Crown Heights,5.97,6.53,6.2
Annual Average 2020,UHF42,204,4,East New York,5.84,6.2,6.02
Annual Average 2020,UHF42,205,4,Sunset Park,5.89,6.96,6.47
Annual Average 2020,UHF42,206,4,Borough Park,5.8,6.12,5.94
Annual Average 2020,UHF42,207,4,East Flatbush - Flatbush,5.78,6.15,5.97
Annual Average 2020,UHF42,208,4,Canarsie - Flatlands,5.4,6.08,5.69
Annual Average 2020,UHF42,209,4,Bensonhurst - Bay Ridge,5.65,6.32,5.93
Annual Average 2020,UHF42,210,4,Coney Island - Sheepshead Bay,5.49,5.88,5.7
Annual Average 2020,UHF42,211,4,Williamsburg - Bushwick,6.14,7.51,6.72
Annual Average 2020,UHF42,301,4,Washington Heights,6,6.78,6.29
Annual Average 2020,UHF42,302,4,Central Harlem - Morningside Heights,6.23,6.46,6.35
Annual Average 2020,UHF42,303,4,East Harlem,6.25,6.45,6.37
Annual Average 2020,UHF42,304,4,Upper West Side,6.15,6.58,6.35
Annual Average 2020,UHF42,305,4,Upper East Side,6.39,7.14,6.72
Annual Average 2020,UHF42,306,4,Chelsea - Clinton,7.17,9.71,8.5
Annual Average 2020,UHF42,307,4,Gramercy Park - Murray Hill,7.18,9.44,8.18
Annual Average 2020,UHF42,308,4,Greenwich Village - SoHo,7.63,8.98,8.22
Annual Average 2020,UHF42,309,4,Union Square - Lower East Side,6.52,9.31,7.76
Annual Average 2020,UHF42,310,4,Lower Manhattan,6.98,7.87,7.42
Annual Average 2020,UHF42,401,4,Long Island City - Astoria,6.28,7.37,6.83
Annual Average 2020,UHF42,402,4,West Queens,6.12,7.22,6.56
Annual Average 2020,UHF42,403,4,Flushing - Clearview,5.87,6.81,6.24
Annual Average 2020,UHF42,404,4,Bayside - Little Neck,5.81,6.23,6
Annual Average 2020,UHF42,405,4,Ridgewood - Forest Hills,5.83,6.4,6.11
Annual Average 2020,UHF42,406,4,Fresh Meadows,5.84,6.09,5.95
Annual Average 2020,UHF42,407,4,Southwest Queens,5.64,6.17,5.91
Annual Average 2020,UHF42,408,4,Jamaica,5.75,6.33,5.97
Annual Average 2020,UHF42,409,4,Southeast Queens,5.61,5.92,5.78
Annual Average 2020,UHF42,410,4,Rockaways,5.2,5.48,5.33
Annual Average 2020,UHF42,501,4,Port Richmond,5.79,6.05,5.93
Annual Average 2020,UHF42,502,4,Stapleton - St. George,5.52,5.88,5.7
Annual Average 2020,UHF42,503,4,Willowbrook,5.44,5.86,5.62
Annual Average 2020,UHF42,504,4,South Beach - Tottenville,5.04,5.6,5.34
Annual Average 2020,UHF34,101,3,Kingsbridge - Riverdale,5.66,6.33,5.89
Annual Average 2020,UHF34,102,3,Northeast Bronx,5.81,6.18,5.95
Annual Average 2020,UHF34,103,3,Fordham - Bronx Park,5.82,6.26,6
Annual Average 2020,UHF34,104,3,Pelham - Throgs Neck,5.84,6.43,6.12
Annual Average 2020,UHF34,201,3,Greenpoint,6.58,7.41,7.04
Annual Average 2020,UHF34,202,3,Downtown - Heights - Slope,6.24,7.1,6.69
Annual Average 2020,UHF34,203,3,Bedford Stuyvesant - Crown Heights,5.97,6.53,6.2
Annual Average 2020,UHF34,204,3,East New York,5.84,6.2,6.02
Annual Average 2020,UHF34,205,3,Sunset Park,5.89,6.96,6.47
Annual Average 2020,UHF34,206,3,Borough Park,5.8,6.12,5.94
Annual Average 2020,UHF34,207,3,East Flatbush - Flatbush,5.78,6.15,5.97
Annual Average 2020,UHF34,208,3,Canarsie - Flatlands,5.4,6.08,5.69
Annual Average 2020,UHF34,209,3,Bensonhurst - Bay Ridge,5.65,6.32,5.93
Annual Average 2020,UHF34,210,3,Coney Island - Sheepshead Bay,5.49,5.88,5.7
Annual Average 2020,UHF34,211,3,Williamsburg - Bushwick,6.14,7.51,6.72
Annual Average 2020,UHF34,301,3,Washington Heights - Inwood,6,6.78,6.29
Annual Average 2020,UHF34,302,3,Central Harlem - Morningside Heights,6.23,6.46,6.35
Annual Average 2020,UHF34,303,3,East Harlem,6.25,6.45,6.37
Annual Average 2020,UHF34,304,3,Upper West Side,6.15,6.58,6.35
Annual Average 2020,UHF34,401,3,Long Island City - Astoria,6.28,7.37,6.83
Annual Average 2020,UHF34,402,3,West Queens,6.12,7.22,6.56
